00034;+00000;+00000;+00000;+00000;+00000;+00000;+00001;
00034;+00000;+00000;+00000;-00001;+00000;+00000;+00001;
00034;+00000;+00000;+00000;-00001;+00000;+00000;+00000;
00034;+00002;+00000;+00000;-00002;+00000;+00008;+00009;
00034;+00004;+00000;+00000;+00002;+00000;+00026;+00028;
00034;+00008;+00000;+00000;+00015;+00000;+00059;+00064;
00034;+00013;+00000;+00000;+00036;+00000;+00104;+00094;
00034;+00022;+00000;+00000;+00051;+00000;+00117;+00120;
00034;+00035;+00000;+00000;+00059;+00000;+00135;+00149;
00034;+00053;+00000;+00002;+00059;+00000;+00145;+00153;
00034;+00075;+00000;+00008;+00055;-00001;+00158;+00182;
00034;+00103;+00000;+00016;+00051;-00001;+00174;+00169;
00034;+00135;+00000;+00021;+00045;-00002;+00186;+00199;
00034;+00169;+00000;+00024;+00039;-00002;+00169;+00209;
00034;+00207;+00000;+00027;+00033;-00003;+00184;+00178;
00034;+00246;+00000;+00027;+00028;-00005;+00189;+00206;
00034;+00289;+00000;+00027;+00023;-00006;+00178;+00169;
00034;+00331;+00000;+00027;+00019;-00007;+00171;+00180;
00034;+00374;+00000;+00026;+00017;-00009;+00161;+00178;
00034;+00418;+00000;+00021;+00014;-00010;+00187;+00195;
00034;+00461;+00001;+00015;+00011;-00011;+00196;+00215;
00034;+00505;+00001;+00011;+00007;-00011;+00165;+00199;
00034;+00549;+00001;+00005;+00005;-00012;+00175;+00172;
00034;+00592;+00001;+00003;+00003;-00012;+00193;+00168;
00034;+00635;+00001;-00001;+00001;-00012;+00160;+00195;
00034;+00678;+00001;-00001;+00000;-00011;+00200;+00178;
00034;+00721;+00001;-00001;+00000;-00011;+00161;+00215;
00034;+00764;+00001;-00001;-00001;-00011;+00173;+00179;
00034;+00808;+00001;-00001;-00001;-00011;+00189;+00210;
00034;+00851;+00001;-00001;-00001;-00011;+00166;+00212;
00034;+00894;+00000;-00001;-00001;-00010;+00181;+00183;
00034;+00937;+00000;-00001;-00001;-00010;+00152;+00206;
00034;+00980;+00000;-00001;-00001;-00010;+00193;+00173;
00034;+01023;+00000;-00001;-00001;-00010;+00203;+00202;
00034;+01066;+00000;-00001;-00001;-00010;+00161;+00218;
00034;+01110;+00000;-00001;-00001;-00010;+00176;+00213;
00034;+01153;+00000;-00001;-00001;-00009;+00161;+00174;
00034;+01196;+00000;-00001;-00001;-00009;+00199;+00165;
00034;+01239;+00000;-00001;-00001;-00009;+00169;+00202;
00034;+01282;+00000;+00001;-00001;-00009;+00202;+00193;
00034;+01325;+00000;+00003;-00001;-00009;+00157;+00212;
00034;+01368;+00000;+00003;-00001;-00009;+00182;+00178;
00034;+01411;+00000;+00004;-00001;-00009;+00163;+00166;
00034;+01454;+00000;+00004;-00001;-00009;+00179;+00180;
00034;+01498;+00000;+00004;-00001;-00010;+00152;+00172;
00034;+01541;+00000;+00004;-00001;-00010;+00169;+00193;
00034;+01585;+00000;+00004;-00001;-00010;+00153;+00168;
00034;+01628;+00000;+00004;-00001;-00010;+00169;+00206;
00034;+01671;+00000;+00004;-00001;-00010;+00207;+00202;
00034;+01714;+00000;+00004;-00001;-00010;+00155;+00207;
00034;+01757;+00000;+00003;-00001;-00010;+00208;+00173;
00034;+01800;+00000;+00003;-00001;-00010;+00194;+00168;
00034;+01843;+00000;+00003;-00001;-00010;+00160;+00171;
00034;+01886;+00000;+00003;-00001;-00010;+00192;+00205;
00034;+01929;+00000;+00003;-00001;-00010;+00209;+00180;
00034;+01972;+00000;+00003;-00001;-00010;+00195;+00180;
00034;+02015;+00000;+00003;-00001;-00010;+00152;+00187;
00034;+02059;+00000;+00003;-00001;-00010;+00157;+00165;
00034;+02102;+00000;+00003;-00001;-00010;+00204;+00191;
00034;+02145;+00000;-00001;-00001;-00010;+00182;+00191;
00034;+02188;+00000;-00001;-00001;-00010;+00167;+00164;
00034;+02231;+00000;-00001;-00001;-00010;+00174;+00177;
00034;+02274;+00000;-00001;-00001;-00010;+00171;+00174;
00034;+02317;+00000;-00001;-00001;-00010;+00205;+00204;
00034;+02361;+00000;+00003;-00001;-00010;+00205;+00176;
00034;+02404;+00000;+00005;+00001;-00010;+00197;+00170;
00034;+02447;+00000;+00005;+00003;-00010;+00166;+00177;
00034;+02489;+00000;+00005;+00005;-00010;+00196;+00200;
00034;+02529;+00000;+00005;+00006;-00010;+00151;+00197;
00034;+02567;+00000;+00005;+00007;-00010;+00149;+00171;
00034;+02602;+00000;+00003;+00004;-00010;+00177;+00166;
00034;+02635;+00000;-00002;-00001;-00010;+00183;+00165;
00034;+02667;+00000;-00002;-00006;-00010;+00180;+00179;
00034;+02698;+00000;-00006;-00010;-00010;+00180;+00166;
00034;+02727;+00001;+00116;-00013;-00009;+00161;+00165;
00034;+02757;+00001;+00354;-00014;-00005;+00156;+00155;
00034;+02786;+00003;+00658;-00013;+00005;+00171;+00148;
00034;+02814;+00006;+01030;-00012;+00018;+00170;+00141;
00034;+02843;+00010;+01444;-00012;+00031;+00162;+00153;
00034;+02871;+00016;+01899;-00013;+00044;+00165;+00149;
00034;+02899;+00024;+02376;-00015;+00054;+00188;+00135;
00034;+02927;+00033;+02855;-00017;+00062;+00203;+00139;
00034;+02954;+00044;+03341;-00020;+00068;+00207;+00127;
00034;+02981;+00056;+03810;-00023;+00071;+00215;+00138;
00034;+03007;+00070;+04268;-00026;+00072;+00161;+00138;
00034;+03032;+00085;+04707;-00029;+00071;+00164;+00144;
00034;+03057;+00102;+05141;-00032;+00069;+00175;+00134;
00034;+03080;+00120;+05566;-00035;+00067;+00189;+00140;
00034;+03103;+00139;+05987;-00038;+00064;+00187;+00147;
00034;+03125;+00160;+06402;-00041;+00060;+00152;+00168;
00034;+03145;+00181;+06815;-00043;+00057;+00194;+00168;
00034;+03165;+00204;+07155;-00045;+00055;+00156;+00168;
00034;+03183;+00226;+07328;-00044;+00051;+00164;+00183;
00034;+03202;+00250;+07451;-00041;+00043;+00169;+00167;
00034;+03221;+00274;+07502;-00034;+00033;+00166;+00198;
00034;+03240;+00300;+07504;-00026;+00022;+00175;+00203;
00034;+03261;+00327;+07462;-00017;+00012;+00192;+00192;
00034;+03284;+00356;+07396;-00008;+00003;+00187;+00168;
00034;+03308;+00387;+07333;+00001;-00001;+00170;+00220;
00034;+03333;+00419;+07272;+00008;-00004;+00188;+00191;
00034;+03361;+00451;+07222;+00014;-00004;+00200;+00207;
00034;+03389;+00485;+07185;+00017;-00004;+00198;+00180;
00034;+03417;+00518;+07159;+00019;-00004;+00187;+00206;
00034;+03445;+00552;+07143;+00018;-00005;+00172;+00176;
00034;+03473;+00586;+07133;+00018;-00005;+00172;+00172;
00034;+03501;+00619;+07130;+00017;-00004;+00179;+00206;
00034;+03529;+00652;+07128;+00017;-00004;+00203;+00172;
00034;+03555;+00683;+07127;+00016;-00003;+00204;+00186;
00034;+03580;+00712;+07127;+00015;-00003;+00182;+00164;
00034;+03603;+00740;+07125;+00013;-00004;+00192;+00168;
00034;+03625;+00765;+07125;+00009;-00007;+00165;+00193;
00034;+03645;+00790;+07125;+00005;-00011;+00157;+00157;
00034;+03665;+00814;+07125;+00001;-00014;+00183;+00165;
00034;+03685;+00836;+07197;-00001;-00016;+00170;+00148;
00034;+03703;+00859;+07436;-00005;-00015;+00151;+00176;
00034;+03720;+00882;+07726;-00012;-00008;+00186;+00142;
00034;+03737;+00906;+08081;-00021;+00000;+00200;+00143;
00034;+03752;+00931;+08496;-00031;+00009;+00168;+00158;
00034;+03766;+00956;+08945;-00041;+00016;+00172;+00128;
00034;+03779;+00982;+09419;-00050;+00022;+00155;+00155;
00034;+03790;+01009;+09898;-00058;+00026;+00208;+00134;
00034;+03799;+01036;+10363;-00064;+00028;+00161;+00155;
00034;+03807;+01065;+10832;-00069;+00028;+00154;+00143;
00034;+03814;+01093;+11291;-00072;+00027;+00161;+00140;
00034;+03819;+01122;+11741;-00074;+00024;+00172;+00141;
00034;+03822;+01152;+12180;-00075;+00021;+00163;+00158;
00034;+03824;+01181;+12609;-00075;+00017;+00171;+00141;
00034;+03824;+01210;+13032;-00074;+00013;+00195;+00165;
00034;+03823;+01240;+13448;-00073;+00009;+00168;+00146;
00034;+03820;+01270;+13859;-00073;+00005;+00155;+00143;
00034;+03815;+01299;+14260;-00072;+00001;+00181;+00135;
00034;+03810;+01328;+14670;-00071;-00003;+00150;+00162;
00034;+03803;+01357;+15080;-00070;-00007;+00194;+00145;
00034;+03794;+01385;+15492;-00069;-00010;+00172;+00142;
00034;+03784;+01413;+15905;-00068;-00014;+00187;+00160;
00034;+03772;+01441;+16319;-00068;-00017;+00150;+00147;
00034;+03760;+01467;+16734;-00067;-00021;+00174;+00161;
00034;+03745;+01493;+17150;-00066;-00024;+00157;+00144;
00034;+03730;+01519;+17564;-00065;-00027;+00205;+00156;
00034;+03713;+01543;+17978;-00063;-00030;+00172;+00144;
00034;+03695;+01567;+18395;-00062;-00034;+00187;+00177;
00034;+03677;+01589;+18610;-00062;-00034;+00199;+00126;
00034;+03657;+01612;+18791;-00056;-00034;+00153;+00198;
00034;+03637;+01634;+18881;-00046;-00031;+00159;+00185;
00034;+03616;+01658;+18907;-00034;-00025;+00157;+00198;
00034;+03593;+01682;+18891;-00022;-00018;+00170;+00210;
00034;+03570;+01709;+18840;-00011;-00011;+00173;+00187;
00034;+03544;+01737;+18772;-00003;-00004;+00201;+00163;
00034;+03518;+01767;+18708;+00002;+00004;+00189;+00208;
00034;+03491;+01799;+18650;+00004;+00010;+00138;+00220;
00034;+03463;+01832;+18606;+00005;+00014;+00171;+00175;
00034;+03435;+01865;+18575;+00005;+00017;+00162;+00182;
00034;+03407;+01899;+18553;+00006;+00018;+00153;+00217;
00034;+03379;+01933;+18542;+00006;+00017;+00201;+00173;
00034;+03351;+01967;+18536;+00005;+00017;+00158;+00200;
00034;+03324;+01999;+18532;+00005;+00017;+00199;+00174;
00034;+03298;+02030;+18529;+00004;+00016;+00198;+00202;
00034;+03274;+02059;+18526;+00004;+00015;+00168;+00183;
00034;+03252;+02087;+18526;+00005;+00012;+00155;+00174;
00034;+03230;+02113;+18526;+00007;+00007;+00152;+00200;
00034;+03210;+02137;+18526;+00010;+00003;+00180;+00193;
00034;+03190;+02161;+18526;+00012;-00001;+00165;+00182;
00034;+03171;+02183;+18621;+00013;-00004;+00163;+00170;
00034;+03152;+02206;+18863;+00011;-00008;+00151;+00178;
00034;+03132;+02227;+19160;+00003;-00013;+00155;+00143;
00034;+03112;+02247;+19531;-00006;-00021;+00170;+00163;
00034;+03090;+02266;+19941;-00017;-00029;+00197;+00140;
00034;+03068;+02285;+20393;-00025;-00038;+00165;+00159;
00034;+03044;+02302;+20865;-00033;-00046;+00164;+00130;
00034;+03019;+02317;+21344;-00038;-00052;+00165;+00158;
