00034;+00000;+00000;+00000;+00000;+00000;+00004;+00003;
00034;+00000;+00000;+00000;+00003;+00000;+00020;+00019;
00034;+00000;+00000;+00000;+00013;+00000;+00047;+00047;
00034;+00000;+00000;+00000;+00033;+00000;+00096;+00097;
00034;+00000;+00000;+00000;+00064;+00000;+00164;+00165;
00034;+00002;+00000;+00000;+00104;+00000;+00227;+00225;
00034;+00011;+00000;+00000;+00104;+00000;+00205;+00195;
00034;+00026;+00000;+00000;+00074;+00000;+00189;+00194;
00034;+00044;+00000;+00000;+00045;+00000;+00169;+00198;
00034;+00065;+00000;+00000;+00033;+00000;+00214;+00187;
00034;+00090;+00000;+00000;+00026;+00000;+00206;+00231;
00034;+00119;+00000;+00000;+00025;+00000;+00194;+00194;
00034;+00151;+00000;+00000;+00024;+00000;+00209;+00237;
00034;+00187;+00000;+00000;+00023;+00000;+00232;+00220;
00034;+00225;+00000;+00002;+00021;+00000;+00202;+00202;
00034;+00265;+00000;+00002;+00019;+00000;+00196;+00200;
00034;+00308;+00000;+00003;+00016;+00000;+00206;+00194;
00034;+00350;+00000;+00005;+00015;-00001;+00209;+00194;
00034;+00393;+00000;+00005;+00012;-00001;+00235;+00189;
00034;+00437;+00000;+00005;+00010;-00001;+00187;+00218;
00034;+00480;+00000;+00005;+00008;-00001;+00197;+00191;
00034;+00523;+00000;+00005;+00004;-00001;+00247;+00182;
00034;+00566;+00000;+00005;+00003;-00001;+00244;+00196;
00034;+00609;+00000;+00004;+00002;-00002;+00194;+00235;
00034;+00652;+00000;+00008;+00002;-00002;+00191;+00201;
00034;+00696;+00000;+00008;+00000;-00002;+00222;+00223;
00034;+00739;+00000;+00008;+00000;-00003;+00185;+00211;
00034;+00783;+00000;+00008;+00000;-00003;+00210;+00232;
00034;+00826;+00000;+00008;-00001;-00003;+00175;+00195;
00034;+00869;+00000;+00009;+00000;-00004;+00197;+00199;
00034;+00912;+00000;+00009;-00002;-00004;+00206;+00174;
00034;+00955;+00000;+00009;+00000;-00004;+00202;+00230;
00034;+00998;+00000;+00009;-00002;-00005;+00232;+00194;
00034;+01041;+00000;+00009;-00001;-00005;+00212;+00209;
00034;+01084;+00000;+00009;+00001;-00005;+00193;+00216;
00034;+01128;+00000;+00011;+00001;-00006;+00230;+00241;
00034;+01171;+00000;+00012;-00001;-00006;+00186;+00205;
00034;+01214;+00000;+00013;-00001;-00007;+00204;+00218;
00034;+01257;+00000;+00015;+00000;-00007;+00219;+00237;
00034;+01300;+00000;+00014;-00003;-00008;+00178;+00236;
00034;+01343;+00000;+00014;-00003;-00009;+00196;+00202;
00034;+01386;+00000;+00014;-00002;-00009;+00194;+00202;
00034;+01429;+00000;+00012;-00002;-00010;+00184;+00211;
00034;+01473;+00001;+00012;-00002;-00011;+00179;+00208;
00034;+01516;+00001;+00012;+00001;-00011;+00259;+00252;
00034;+01559;+00001;+00003;-00002;-00011;+00199;+00207;
00034;+01602;+00001;-00005;-00001;-00011;+00181;+00238;
00034;+01645;+00001;-00005;-00002;-00011;+00192;+00204;
00034;+01688;+00000;-00006;-00002;-00010;+00228;+00244;
00034;+01731;+00000;-00011;-00001;-00010;+00183;+00226;
00034;+01774;+00000;-00011;+00000;-00009;+00193;+00229;
00034;+01817;+00000;-00011;-00001;-00009;+00198;+00195;
00034;+01861;+00000;-00011;+00003;-00008;+00221;+00212;
00034;+01904;+00000;-00014;+00001;-00007;+00200;+00199;
00034;+01947;+00000;-00014;-00002;-00006;+00237;+00193;
00034;+01990;+00000;-00014;+00000;-00005;+00248;+00233;
00034;+02033;+00000;-00014;+00001;-00004;+00180;+00210;
00034;+02076;+00000;-00014;+00000;-00004;+00216;+00192;
00034;+02119;+00000;-00014;+00000;-00003;+00230;+00193;
00034;+02162;+00000;-00016;+00001;-00002;+00234;+00185;
00034;+02205;+00000;-00016;-00001;-00001;+00185;+00192;
00034;+02248;-00001;-00016;-00002;+00000;+00185;+00226;
00034;+02291;-00001;-00016;-00002;+00001;+00194;+00192;
00034;+02333;-00001;-00016;-00001;+00002;+00232;+00237;
00034;+02377;-00001;-00016;+00001;+00002;+00214;+00187;
00034;+02421;-00001;-00016;+00002;+00003;+00216;+00195;
00034;+02463;-00001;-00016;+00004;+00004;+00188;+00219;
00034;+02505;-00001;-00016;-00001;+00005;+00224;+00184;
00034;+02544;-00001;-00016;+00000;+00006;+00202;+00173;
00034;+02581;-00001;-00016;-00001;+00007;+00185;+00205;
00034;+02615;-00001;-00012;-00002;+00007;+00226;+00177;
00034;+02648;-00001;-00012;-00005;+00008;+00192;+00204;
00034;+02678;-00001;-00012;-00008;+00008;+00208;+00177;
00034;+02708;-00001;-00004;-00011;+00009;+00229;+00155;
00034;+02738;-00001;+00164;-00013;+00011;+00231;+00137;
00034;+02768;+00000;+00403;-00017;+00019;+00219;+00145;
00034;+02797;+00002;+00714;-00020;+00033;+00231;+00127;
00034;+02826;+00005;+01094;-00021;+00048;+00259;+00103;
00034;+02855;+00010;+01540;-00021;+00064;+00239;+00094;
00034;+02883;+00016;+01994;-00026;+00078;+00249;+00084;
