00034;+00000;+00000;+00000;+00000;+00000;+00000;+00000;00000;+00000;+00000;
00034;+00000;+00000;+00000;+00000;+00000;+00000;+00000;00000;+00000;+00000;
00034;+00000;+00000;+00000;+00000;+00000;+00000;+00000;00000;+00000;+00000;
00034;+00000;+00000;+00000;+00000;+00000;+00000;+00000;00000;+00000;+00000;
00034;+00000;+00000;+00000;+00000;+00000;+02000;+00000;00003;+00000;+00000;
00034;+00000;+00000;+00000;+00000;+00000;+02000;+00000;00003;+00004;+00004;
00034;+00000;+00000;+00000;+00000;+00000;+02000;+00000;00003;+00010;+00010;
00034;+00000;+00000;+00000;+00000;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00000;+00000;+00000;+00000;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00001;+00000;+00000;+00001;+00000;+02000;+00000;00003;+00015;+00016;
00034;+00001;+00000;+00000;+00002;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00003;+00000;+00000;+00003;+00000;+02000;+00000;00003;+00015;+00014;
00034;+00004;+00000;+00000;+00004;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00006;+00000;+00000;+00006;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00008;+00000;+00000;+00008;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00010;+00000;+00000;+00010;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00013;+00000;+00000;+00013;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00017;+00000;+00000;+00016;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00021;+00000;+00000;+00020;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00025;+00000;+00000;+00024;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00030;+00000;+00000;+00029;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00041;+00000;+00000;+00040;+00000;+02000;+00000;00003;+00017;+00017;
00034;+00048;+00000;+00000;+00047;+00000;+02000;+00000;00003;+00015;+00016;
00034;+00055;+00000;+00000;+00054;+00000;+02000;+00000;00003;+00015;+00016;
00034;+00063;+00000;+00000;+00062;+00000;+02000;+00000;00003;+00017;+00017;
00034;+00071;+00000;+00000;+00071;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00080;+00000;+00000;+00080;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00090;+00000;+00000;+00089;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00099;+00000;+00000;+00099;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00110;+00000;+00000;+00110;+00000;+02000;+00000;00003;+00015;+00014;
00034;+00120;+00000;+00000;+00121;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00132;+00000;+00000;+00132;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00143;+00000;+00000;+00144;+00000;+02000;+00000;00003;+00016;+00016;
00034;+00156;+00000;+00000;+00156;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00167;+00000;+00000;+00169;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00180;+00000;+00000;+00181;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00193;+00000;+00000;+00194;+00000;+02000;+00000;00003;+00015;+00014;
00034;+00206;+00000;+00000;+00207;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00219;+00000;+00000;+00221;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00233;+00000;+00000;+00234;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00246;+00000;+00000;+00248;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00260;+00000;+00000;+00261;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00273;+00000;+00000;+00275;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00287;+00000;+00000;+00288;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00301;+00000;+00000;+00302;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00314;+00000;+00000;+00316;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00328;+00000;+00000;+00330;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00342;+00000;+00000;+00343;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00356;+00000;+00000;+00356;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00369;+00000;+00000;+00371;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00383;+00000;+00000;+00384;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00397;+00000;+00000;+00398;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00411;+00000;+00000;+00411;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00424;+00000;+00000;+00425;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00438;+00000;+00000;+00439;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00452;+00000;+00000;+00453;+00000;+02000;+00000;00003;+00014;+00014;
00034;+00466;+00000;+00000;+00466;+00000;+02000;+00000;00003;+00013;+00013;
00034;+00479;+00000;+00000;+00480;+00000;+02000;+00000;00003;+00013;+00012;
00034;+00493;+00000;+00000;+00493;+00000;+02000;+00000;00003;+00012;+00012;
00034;+00507;+00000;+00000;+00507;+00000;+02000;+00000;00003;+00011;+00011;
00034;+00520;+00000;+00000;+00521;+00000;+02000;+00000;00003;+00010;+00010;
00034;+00534;+00000;+00000;+00534;+00000;+02000;+00000;00003;+00009;+00009;
00034;+00548;+00000;+00000;+00548;+00000;+02000;+00000;00003;+00008;+00008;
00034;+00562;+00000;+00000;+00561;+00000;+02000;+00000;00003;+00007;+00007;
00034;+00575;+00000;+00000;+00576;+00000;+02000;+00000;00003;+00006;+00006;
00034;+00589;+00000;+00000;+00589;+00000;+02000;+00000;00003;+00004;+00004;
00034;+00603;+00000;+00000;+00603;+00000;+02000;+00000;00003;+00003;+00003;
00034;+00617;+00000;+00000;+00616;+00000;+02000;+00000;00003;+00001;+00001;
00034;+00630;+00000;+00000;+00630;+00000;+02000;+00000;00003;+00000;+00000;
00034;+00644;+00000;+00000;+00644;+00000;+02000;+00000;00003;-00001;-00001;
00034;+00658;+00000;+00000;+00658;+00000;+02000;+00000;00003;-00003;-00003;
00034;+00672;+00000;+00000;+00671;+00000;+02000;+00000;00003;-00005;-00005;
00034;+00685;+00000;+00000;+00685;+00000;+02000;+00000;00003;-00007;-00007;
00034;+00700;+00000;+00000;+00698;+00000;+02000;+00000;00003;-00009;-00009;
00034;+00713;+00000;+00000;+00712;+00000;+02000;+00000;00003;-00011;-00011;
00034;+00727;+00000;+00000;+00726;+00000;+02000;+00000;00003;-00013;-00013;
00034;+00740;+00000;+00000;+00740;+00000;+02000;+00000;00003;-00015;-00015;
00034;+00754;+00000;+00000;+00753;+00000;+02000;+00000;00003;-00013;-00013;
00034;+00768;+00000;+00000;+00767;+00000;+02000;+00000;00003;-00013;-00013;
00034;+00782;+00000;+00000;+00781;+00000;+02000;+00000;00003;-00014;-00014;
00034;+00795;+00000;+00000;+00795;+00000;+02000;+00000;00003;-00015;-00015;
00034;+00809;+00000;+00000;+00808;+00000;+02000;+00000;00003;-00016;-00016;
00034;+00822;+00000;+00000;+00822;+00000;+02000;+00000;00003;-00011;-00011;
00034;+00836;+00000;+00000;+00835;+00000;+02000;+00000;00003;-00009;-00009;
00034;+00849;+00000;+00000;+00849;+00000;+02000;+00000;00003;-00008;-00008;
00034;+00862;+00000;+00000;+00863;+00000;+02000;+00000;00003;-00007;-00006;
00034;+00876;+00000;+00000;+00877;+00000;+02000;+00000;00003;-00005;-00005;
00034;+00889;+00000;+00000;+00890;+00000;+02000;+00000;00003;-00003;-00003;
00034;+00903;+00000;+00000;+00904;+00000;+02000;+00000;00003;+00000;+00000;
00034;+00916;+00000;+00000;+00917;+00000;+02000;+00000;00003;+00001;+00001;
00034;+00930;+00000;+00000;+00931;+00000;+02000;+00000;00003;+00004;+00004;
00034;+00943;+00000;+00000;+00945;+00000;+02000;+00000;00003;+00007;+00007;
00034;+00957;+00000;+00000;+00958;+00000;+02000;+00000;00003;+00010;+00010;
00034;+00970;+00000;+00000;+00972;+00000;+02000;+00000;00003;+00013;+00013;
00034;+00984;+00000;+00000;+00986;+00000;+02000;+00000;00003;+00015;+00015;
00034;+00997;+00000;+00000;+01000;+00000;+02000;+00000;00003;+00015;+00015;
00034;+01011;+00000;+00000;+01013;+00000;+02000;+00000;00003;+00015;+00015;
00034;+01025;+00000;+00000;+01026;+00000;+02000;+00000;00003;+00014;+00014;
00034;+01038;+00000;+00000;+01040;+00000;+02000;+00000;00003;+00015;+00015;
00034;+01052;+00000;+00000;+01054;+00000;+02000;+00000;00003;+00014;+00014;
00034;+01066;+00000;+00000;+01068;+00000;+02000;+00000;00003;+00013;+00013;
00034;+01080;+00000;+00000;+01081;+00000;+02000;+00000;00003;+00013;+00013;
00034;+01094;+00000;+00000;+01095;+00000;+02000;+00000;00003;+00013;+00013;
00034;+01108;+00000;+00000;+01108;+00000;+02000;+00000;00003;+00012;+00012;
00034;+01121;+00000;+00000;+01122;+00000;+02000;+00000;00003;+00011;+00011;
00034;+01135;+00000;+00000;+01136;+00000;+02000;+00000;00003;+00010;+00010;
00034;+01149;+00000;+00000;+01150;+00000;+02000;+00000;00003;+00009;+00009;
00034;+01162;+00000;+00000;+01163;+00000;+02000;+00000;00003;+00008;+00008;
00034;+01177;+00000;+00000;+01177;+00000;+02000;+00000;00003;+00007;+00006;
00034;+01190;+00000;+00000;+01191;+00000;+02000;+00000;00003;+00005;+00005;
00034;+01204;+00000;+00000;+01204;+00000;+02000;+00000;00003;+00003;+00003;
00034;+01218;+00000;+00000;+01218;+00000;+02000;+00000;00003;+00001;+00001;
00034;+01232;+00000;+00000;+01231;+00000;+02000;+00000;00003;+00000;+00000;
00034;+01245;+00000;+00000;+01245;+00000;+02000;+00000;00003;-00002;-00002;
00034;+01259;+00000;+00000;+01259;+00000;+02000;+00000;00003;-00005;-00005;
00034;+01273;+00000;+00000;+01273;+00000;+02000;+00000;00003;-00008;-00008;
00034;+01287;+00000;+00000;+01286;+00000;+02000;+00000;00003;-00010;-00010;
00034;+01301;+00000;+00000;+01300;+00000;+02000;+00000;00003;-00013;-00013;
00034;+01315;+00000;+00000;+01313;+00000;+02000;+00000;00003;-00014;-00014;
00034;+01328;+00000;+00000;+01327;+00000;+02000;+00000;00003;-00014;-00014;
00034;+01342;+00000;+00000;+01341;+00000;+02000;+00000;00003;-00015;-00016;
00034;+01355;+00000;+00000;+01355;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01369;+00000;+00000;+01368;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01383;+00000;+00000;+01382;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01397;+00000;+00000;+01396;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01410;+00000;+00000;+01410;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01424;+00000;+00000;+01423;+00000;+02000;+00000;00003;-00012;-00012;
00034;+01437;+00000;+00000;+01437;+00000;+02000;+00000;00003;-00011;-00011;
00034;+01451;+00000;+00000;+01450;+00000;+02000;+00000;00003;-00010;-00010;
00034;+01464;+00000;+00000;+01464;+00000;+02000;+00000;00003;-00010;-00010;
00034;+01477;+00000;+00000;+01478;+00000;+02000;+00000;00003;-00009;-00009;
00034;+01491;+00000;+00000;+01492;+00000;+02000;+00000;00003;-00007;-00008;
00034;+01504;+00000;+00000;+01505;+00000;+02000;+00000;00003;-00006;-00006;
00034;+01518;+00000;+00000;+01518;+00000;+02000;+00000;00003;-00005;-00005;
00034;+01532;+00000;+00000;+01532;+00000;+02000;+00000;00003;-00003;-00003;
00034;+01545;+00000;+00000;+01546;+00000;+02000;+00000;00003;-00002;-00002;
00034;+01559;+00000;+00000;+01560;+00000;+02000;+00000;00003;+00000;+00000;
00034;+01573;+00000;+00000;+01573;+00000;+02000;+00000;00003;+00001;+00001;
00034;+01586;+00000;+00000;+01587;+00000;+02000;+00000;00003;+00003;+00003;
00034;+01600;+00000;+00000;+01601;+00000;+02500;+00750;00002;+00005;+00004;
00034;+01614;+00000;+00000;+01615;+00000;+02500;+00750;00002;+00004;+00003;
00034;+01628;+00000;+00000;+01629;+00000;+02500;+00750;00002;+00002;+00001;
00034;+01641;+00000;+00000;+01643;+00000;+02500;+00750;00002;-00001;-00002;
00034;+01655;+00000;+00000;+01656;+00000;+02500;+00750;00002;-00008;-00009;
00034;+01669;+00000;+00000;+01670;+00000;+02500;+00750;00002;-00014;-00016;
00034;+01682;+00000;+00003;+01683;+00000;+02500;+00750;00002;-00014;-00015;
00034;+01696;+00000;+00009;+01697;+00000;+02500;+00750;00002;-00015;-00014;
00034;+01709;+00000;+00009;+01710;+00000;+02500;+00750;00002;-00015;-00015;
00034;+01721;+00000;+00009;+01722;+00000;+02500;+00750;00002;-00015;-00015;
00034;+01734;+00000;+00009;+01734;+00000;+02500;+00750;00002;-00015;-00015;
00034;+01746;+00000;+00009;+01746;+00000;+02500;+00750;00002;-00015;-00014;
00034;+01757;+00000;+00009;+01758;+00000;+02500;+00750;00002;-00014;-00014;
00034;+01768;+00000;+00009;+01769;+00000;+02500;+00750;00002;-00016;-00015;
00034;+01779;+00000;+00009;+01780;+00000;+02500;+00750;00002;-00015;-00014;
00034;+01789;+00000;+00004;+01790;+00000;+02500;+00750;00002;-00012;-00014;
00034;+01800;+00000;+00004;+01800;+00000;+02500;+00750;00002;-00016;-00016;
00034;+01809;+00000;+00004;+01810;+00000;+02500;+00750;00002;-00015;-00015;
00034;+01819;+00000;+00004;+01819;+00000;+02500;+00750;00002;-00013;-00013;
00034;+01828;+00000;+00004;+01829;+00000;+02500;+00750;00002;-00015;-00015;
00034;+01838;+00000;+00004;+01838;+00000;+02500;+00750;00002;-00016;-00016;
00034;+01847;+00000;+00004;+01847;+00000;+02500;+00750;00002;-00016;-00016;
00034;+01856;+00000;-00002;+01856;+00000;+02500;+00750;00001;+00000;-00022;
00034;+01864;+00000;+00007;+01865;+00000;+02500;+00750;00001;+00040;-00041;
00034;+01873;+00000;+00095;+01873;+00000;+02500;+00750;00001;+00045;-00039;
00034;+01882;+00000;+00279;+01882;+00000;+02500;+00750;00001;+00048;-00041;
00034;+01890;+00000;+00554;+01890;+00000;+02500;+00750;00001;+00037;-00034;
00034;+01899;+00001;+00906;+01899;+00001;+02500;+00750;00001;+00001;-00002;
00034;+01907;+00002;+01246;+01908;+00002;+02500;+00750;00001;+00001;+00000;
00034;+01916;+00004;+01606;+01916;+00004;+02500;+00750;00001;-00001;+00002;
00034;+01924;+00005;+01966;+01925;+00006;+02500;+00750;00001;-00004;+00007;
00034;+01932;+00008;+02326;+01933;+00008;+02500;+00750;00001;-00006;+00010;
00034;+01941;+00010;+02686;+01941;+00011;+02500;+00750;00001;-00005;+00009;
00034;+01949;+00013;+03026;+01950;+00014;+02500;+00750;00001;-00011;+00014;
00034;+01957;+00017;+03386;+01957;+00017;+02500;+00750;00001;-00013;+00014;
00034;+01965;+00020;+03744;+01965;+00020;+02500;+00750;00001;-00010;+00011;
00034;+01973;+00024;+04086;+01973;+00024;+02500;+00750;00001;-00011;+00009;
00034;+01980;+00029;+04428;+01981;+00028;+02500;+00750;00001;-00012;+00010;
00034;+01988;+00033;+04751;+01988;+00033;+02500;+00750;00001;-00012;+00010;
00034;+01995;+00038;+05093;+01995;+00038;+02500;+00750;00001;-00014;+00016;
00034;+02002;+00043;+05435;+02002;+00043;+02500;+00750;00001;-00018;+00019;
00034;+02009;+00049;+05760;+02009;+00048;+02500;+00750;00001;-00009;+00010;
00034;+02015;+00055;+06084;+02016;+00054;+02500;+00750;00001;-00005;+00008;
00034;+02022;+00061;+06390;+02022;+00060;+02500;+00750;00001;-00006;+00006;
00034;+02028;+00067;+06714;+02028;+00066;+02500;+00750;00001;-00007;+00005;
00034;+02034;+00073;+07038;+02034;+00073;+02500;+00750;00001;-00002;+00000;
00034;+02039;+00080;+07362;+02040;+00079;+02500;+00750;00001;-00032;+00027;
00034;+02044;+00087;+07648;+02045;+00086;+02500;+00750;00001;-00034;+00035;
00034;+02049;+00094;+07836;+02050;+00093;+02500;+00750;00001;-00040;+00041;
00034;+02054;+00101;+07959;+02055;+00101;+02500;+00750;00001;-00032;+00035;
00034;+02059;+00108;+08002;+02060;+00108;+02500;+00750;00001;-00032;+00031;
00034;+02064;+00115;+07982;+02065;+00115;+02500;+00750;00001;+00001;+00000;
00034;+02069;+00122;+07942;+02070;+00122;+02500;+00750;00003;+00004;-00005;
00034;+02074;+00130;+07924;+02074;+00129;+02500;+00750;00003;+00009;+00000;
00034;+02079;+00137;+07906;+02079;+00136;+02500;+00750;00003;+00016;-00006;
00034;+02084;+00144;+07888;+02084;+00144;+02500;+00750;00003;+00013;+00000;
00034;+02089;+00151;+07877;+02089;+00151;+02500;+00750;00003;+00012;-00001;
00034;+02094;+00159;+07877;+02094;+00159;+02500;+00750;00003;+00017;-00001;
00034;+02099;+00166;+07877;+02099;+00166;+02500;+00750;00003;+00016;+00000;
00034;+02104;+00174;+07877;+02105;+00174;+02500;+00750;00003;+00013;-00003;
