34;1406;2389;25484;-4;32;190;221
34;1373;2390;25456;1;26;183;184
34;1340;2391;25431;10;21;200;184
34;1310;2392;25415;8;15;192;195
34;1281;2394;25356;8;11;138;221
34;1251;2395;25219;9;14;174;213
34;1222;2397;25000;12;26;131;256
34;1193;2400;24661;13;43;147;238
34;1163;2405;24255;17;62;127;251
34;1134;2411;23763;19;82;127;250
34;1106;2419;23236;27;97;128;242
34;1078;2429;22702;30;109;136;205
34;1051;2440;22169;31;118;171;208
34;1025;2454;21620;35;122;162;180
34;999;2469;21070;37;121;199;230
34;975;2486;20551;37;117;206;209
34;951;2504;20085;39;108;208;180
34;929;2524;19637;41;98;209;189
34;907;2545;19222;44;85;202;192
34;886;2567;18827;47;73;206;231
34;867;2590;18462;48;64;226;210
34;848;2613;18247;48;55;206;209
34;830;2638;18094;42;42;197;171
34;812;2662;18019;31;30;254;175
34;793;2688;18002;17;16;221;161
34;773;2715;18044;4;1;203;168
34;751;2745;18137;-9;-12;241;175
34;728;2775;18232;-21;-20;255;181
34;703;2807;18339;-30;-26;248;196
34;677;2840;18437;-37;-26;246;218
34;650;2874;18539;-40;-22;237;232
34;622;2907;18635;-38;-17;204;209
34;593;2940;18723;-31;-9;176;226
34;564;2974;18786;-20;-1;215;224
34;534;3007;18791;-3;6;187;214
34;505;3040;18735;8;16;187;216
34;478;3071;18669;18;25;198;217
34;452;3102;18580;24;30;195;248
34;428;3131;18484;30;30;201;185
34;406;3159;18394;34;26;206;200
34;385;3185;18311;33;22;208;229
34;366;3209;18245;33;16;190;196
34;348;3233;18195;29;10;174;202
34;330;3257;18065;24;8;178;230
34;313;3281;17910;28;9;163;253
34;296;3305;17665;39;14;150;225
34;281;3330;17310;53;23;133;255
34;266;3355;16884;69;30;124;210
34;253;3381;16408;84;37;131;256
34;242;3408;15860;94;50;153;246
34;232;3435;15308;104;50;161;187
34;225;3464;14762;108;52;170;195
34;219;3493;14233;110;50;195;211
34;215;3522;13699;108;46;226;230
34;213;3552;13218;102;40;186;202
34;212;3582;12778;96;30;213;214
34;213;3612;12360;89;23;197;212
34;216;3642;11962;82;13;205;226
34;220;3672;11589;76;7;209;198
34;225;3701;11207;72;-1;230;203
34;232;3730;10832;70;-5;179;186
34;240;3759;10434;68;-12;187;202
34;249;3787;10064;69;-15;186;196
34;260;3815;9677;70;-22;169;196
34;272;3842;9286;72;-28;158;228
34;285;3868;8887;76;-35;137;206
34;300;3894;8479;79;-42;144;213
34;315;3919;8057;85;-47;151;213
34;332;3943;7663;92;-49;205;173
34;350;3966;7326;93;-45;227;183
34;368;3989;7088;84;-37;237;190
34;389;4012;6967;65;-30;236;197
34;411;4037;6958;41;-23;234;170
34;434;4063;6976;19;-13;263;173
34;458;4091;7044;-1;-2;243;192
34;484;4121;7140;-17;11;231;165
34;510;4153;7244;-29;23;253;168
34;536;4186;7356;-37;32;210;203
34;563;4219;7467;-39;38;231;216
34;590;4254;7586;-38;39;184;219
34;616;4290;7693;-34;34;193;197
34;641;4325;7786;-23;28;168;257
34;667;4361;7836;-10;18;189;262
34;690;4395;7839;4;7;160;262
34;713;4427;7795;18;-4;159;217
34;736;4458;7720;26;-14;178;208
34;756;4486;7638;30;-25;166;217
34;776;4513;7562;32;-33;180;212
34;795;4537;7477;36;-34;176;228
34;813;4561;7389;34;-38;179;199
34;832;4584;7211;31;-40;146;240
34;851;4606;6960;34;-45;123;215
34;871;4628;6614;41;-52;164;250
34;891;4648;6220;50;-61;127;213
34;913;4667;5787;58;-70;137;226
34;936;4686;5310;64;-79;145;238
34;959;4703;4815;70;-86;134;213
34;984;4718;4311;73;-92;158;203
34;1010;4732;3826;73;-96;146;224
34;1036;4744;3331;72;-98;189;199
34;1064;4755;2831;68;-99;171;216
34;1092;4765;2339;62;-98;208;226
34;1120;4772;1888;56;-94;214;214
34;1150;4778;1457;44;-90;185;184
34;1179;4783;1035;39;-86;214;183
34;1209;4786;636;29;-81;189;225
34;1239;4787;240;22;-77;199;196
34;1269;4788;-48;16;-74;260;163
34;1299;4787;-250;11;-66;201;173
34;1328;4786;-344;6;-52;215;159
34;1359;4784;-399;1;-35;240;162
34;1392;4783;-395;-3;-16;216;165
34;1427;4781;-352;-5;3;260;178
34;1464;4780;-281;-4;21;234;196
34;1503;4779;-194;-1;36;216;169
34;1543;4778;-105;2;47;217;199
34;1586;4778;-19;5;54;227;211
34;1629;4778;70;8;57;207;183
34;1672;4778;156;7;55;240;187
34;1716;4779;234;5;49;216;200
34;1760;4781;315;6;38;222;211
34;1803;4783;374;5;24;206;250
34;1847;4785;407;4;7;216;242
34;1891;4787;398;4;-10;177;235
34;1934;4789;337;2;-26;199;202
34;1978;4790;260;1;-38;192;216
34;2022;4792;174;0;-46;218;212
34;2065;4792;86;0;-48;193;213
34;2109;4792;5;1;-47;201;195
34;2152;4792;-56;1;-41;191;212
34;2196;4792;-105;1;-33;236;192
34;2239;4791;-134;0;-22;220;194
34;2283;4790;-134;1;-11;254;206
34;2326;4790;-131;-1;0;258;170
34;2370;4789;-120;0;11;252;215
34;2413;4788;-95;0;21;264;178
34;2457;4788;-58;-1;29;210;183
34;2500;4788;-13;-1;35;230;209
34;2544;4788;32;-1;38;197;195
34;2587;4788;82;2;39;209;195
34;2631;4789;128;-1;38;213;221
34;2675;4790;172;-2;34;197;230
34;2718;4791;212;-2;28;216;241
34;2761;4792;252;-1;19;192;219
34;2805;4793;292;0;9;176;229
34;2848;4795;304;1;-3;181;257
34;2892;4796;292;1;-15;204;248
34;2936;4798;261;-1;-25;180;220
34;2980;4799;219;-3;-34;187;213
34;3023;4800;179;-1;-41;188;205
34;3067;4801;134;0;-45;185;213
34;3109;4802;85;2;-47;208;198
34;3151;4802;44;4;-46;168;217
34;3191;4802;0;5;-43;189;203
34;3229;4802;-41;2;-39;223;188
34;3263;4802;-76;0;-33;185;192
34;3294;4801;-106;-1;-27;169;178
34;3322;4801;-121;-2;-21;190;160
34;3345;4801;-128;-8;-15;159;180
34;3364;4800;-134;-17;-10;150;149
34;3379;4800;-134;-26;-7;153;130
34;3390;4800;-134;-40;-4;132;97
34;3398;4800;-135;-43;-2;122;108
34;3402;4800;-135;-19;0;62;70
34;3403;4800;-136;-32;0;56;62
34;3404;4800;-136;-38;0;47;51
34;3404;4800;-136;-41;0;43;41
34;3404;4800;-136;-42;1;35;35
34;3404;4800;-136;-42;1;25;28
34;3404;4800;-136;-42;1;17;17
34;3404;4800;-136;-42;1;8;7
34;3404;4800;-136;-42;1;1;4
34;3404;4800;-136;-40;1;3;0
34;3404;4800;-136;-36;1;-5;-5
34;3403;4800;-136;-31;1;-5;-9
34;3403;4800;-136;-26;1;-10;-10
34;3402;4800;-136;-23;1;-11;-11
34;3402;4800;-136;-19;1;-13;-12
34;3402;4800;-136;-16;1;-13;-14
34;3401;4800;-136;-13;1;-16;-16
34;3401;4800;-136;-11;1;-15;-14
34;3401;4800;-136;-8;1;-13;-14
34;3401;4800;-136;-6;1;-15;-14
34;3400;4800;-136;-3;1;-14;-13
34;3400;4800;-136;-2;1;-12;-11
34;3400;4800;-136;0;1;-11;-11
34;3400;4800;-136;1;1;-10;-10
34;3400;4800;-136;2;1;-7;-7
34;3400;4800;-136;3;1;-8;-6
34;3400;4800;-136;4;1;-4;-4
34;3400;4800;-136;5;1;-2;-3
34;3400;4800;-136;5;1;-2;-2
34;3400;4800;-136;6;1;0;0
34;3400;4800;-136;6;1;-2;-7
34;3400;4799;-136;5;1;9;2
34;3400;4799;-136;4;1;-2;-4
34;3400;4799;-136;3;1;1;0
34;3400;4799;-136;3;1;0;0
34;3400;4799;-136;2;1;1;0
34;3400;4799;-136;1;1;0;0
34;3400;4799;-136;1;1;-1;0
34;3400;4799;-136;0;1;9;6
34;3400;4799;-136;0;1;0;0
34;3400;4799;-136;0;1;-2;-11
34;3400;4799;-136;0;1;9;7
34;3400;4799;-136;0;1;-1;0
34;3400;4799;-136;0;1;1;0
34;3400;4799;-136;0;1;4;4
