34;-1;0;0;0;0;2;1
34;0;0;0;1;0;9;10
34;0;0;0;7;0;31;26
34;0;0;0;21;0;62;60
34;0;0;0;45;0;113;112
34;1;0;0;78;0;175;180
34;3;0;0;120;0;241;246
34;14;0;0;111;0;193;172
34;32;0;0;70;0;194;168
34;51;0;0;48;0;173;186
34;75;0;0;32;0;230;221
34;102;0;0;27;0;198;219
34;132;0;-3;25;0;236;221
34;166;-1;-9;23;0;229;185
34;203;-1;-12;21;0;230;194
34;242;-1;-15;20;1;249;191
34;283;-1;-18;18;2;248;204
34;325;-1;-23;15;3;201;190
34;369;-1;-25;14;4;245;184
34;412;-1;-25;11;6;228;192
34;455;-1;-25;7;7;202;176
34;498;-1;-25;6;8;209;230
34;541;-2;-25;4;10;217;194
34;584;-2;-25;3;11;197;192
34;627;-2;-25;5;13;237;194
34;670;-2;-25;3;14;222;186
34;713;-2;-25;0;15;239;209
34;756;-2;-25;-1;17;223;184
34;799;-2;-25;-1;18;208;183
34;842;-2;-25;-1;20;215;187
34;885;-3;-25;1;21;240;221
34;928;-3;-16;0;22;214;193
34;971;-3;-9;-1;23;220;177
34;1014;-3;-4;-1;23;228;191
34;1058;-3;-3;-1;24;255;221
34;1101;-3;-2;-2;24;260;188
34;1143;-3;-2;-1;24;253;191
34;1187;-3;3;0;24;206;187
34;1230;-3;16;-1;24;200;236
34;1272;-3;24;2;23;193;225
34;1315;-3;28;-2;21;226;212
34;1358;-3;34;-4;20;227;193
34;1401;-2;37;-4;18;189;215
34;1444;-2;40;-4;16;222;187
34;1487;-2;40;-3;14;235;195
34;1530;-2;41;0;12;216;211
34;1573;-1;46;0;9;246;238
34;1616;-1;47;0;7;189;232
34;1659;-1;49;0;5;189;228
34;1702;-1;49;0;2;188;239
34;1745;-1;49;-1;0;210;200
34;1788;0;49;1;-3;184;207
34;1831;0;49;-3;-5;178;223
34;1874;0;50;1;-8;223;194
34;1917;0;50;0;-10;230;208
34;1960;1;50;-2;-13;193;205
34;2003;1;49;-2;-16;198;233
34;2046;1;49;-1;-18;186;216
34;2089;1;49;0;-21;221;216
34;2132;2;47;3;-23;218;273
34;2176;2;42;2;-25;180;204
34;2219;2;41;0;-27;182;207
34;2262;2;33;-1;-29;205;204
34;2305;3;30;-1;-31;220;235
34;2348;3;19;-2;-32;228;218
34;2392;3;4;-1;-32;178;217
34;2435;3;3;5;-32;226;252
34;2477;3;-22;4;-32;171;246
34;2518;2;-37;0;-30;215;203
34;2557;2;-46;-1;-28;174;196
34;2593;2;-57;-2;-26;208;229
34;2627;2;-64;-6;-23;184;192
34;2659;2;-71;-9;-21;165;204
34;2689;1;-78;-11;-18;198;203
34;2719;1;-60;-9;-14;226;136
34;2749;1;47;-11;-5;270;151
34;2778;1;243;-15;14;227;124
34;2807;3;579;-18;38;221;118
34;2836;6;1000;-22;63;261;100
34;2865;10;1488;-27;86;210;87
34;2894;16;1996;-34;106;197;91
34;2922;24;2545;-36;123;253;89
34;2949;34;3087;-40;135;208;91
34;2976;46;3636;-46;141;239;99
34;3002;59;4168;-42;147;213;129
34;3027;74;4698;-44;145;219;152
34;3052;91;5210;-44;139;187;181
34;3075;109;5696;-43;130;219;194
34;3098;129;6135;-43;117;193;221
34;3119;150;6548;-43;103;229;182
34;3140;173;6926;-50;83;192;179
34;3160;196;7280;-50;71;210;207
34;3179;219;7447;-48;62;200;184
34;3197;243;7583;-42;49;167;216
34;3215;268;7668;-32;33;157;248
34;3234;294;7670;-19;19;169;204
34;3254;321;7604;-6;4;166;270
34;3275;349;7520;8;-6;194;232
34;3300;380;7424;19;-16;204;215
34;3325;412;7320;29;-21;188;209
34;3351;444;7220;35;-22;242;196
34;3379;477;7123;37;-21;235;196
34;3407;511;7032;35;-18;202;221
34;3436;544;6960;29;-12;221;211
34;3466;577;6936;20;-7;217;202
34;3494;610;6930;11;1;222;221
34;3523;642;6933;2;8;201;177
34;3550;672;6954;-8;12;226;174
34;3575;702;6999;-13;19;215;184
34;3600;730;7054;-18;21;212;176
34;3622;756;7117;-24;17;182;188
34;3643;780;7164;-27;15;209;177
34;3662;805;7211;-28;11;221;173
34;3682;827;7267;-25;9;257;161
34;3700;850;7404;-26;6;232;136
34;3718;874;7607;-35;7;210;138
34;3735;897;7886;-45;16;214;129
34;3751;922;8245;-60;24;215;121
34;3766;947;8669;-75;34;232;106
34;3780;973;9112;-91;39;248;88
34;3792;999;9590;-106;45;250;98
34;3802;1026;10084;-118;49;252;107
34;3811;1054;10587;-128;50;218;101
34;3819;1083;11089;-135;49;227;110
34;3824;1112;11592;-139;47;248;120
34;3828;1141;12090;-139;45;220;136
34;3830;1171;12580;-137;41;220;140
34;3830;1200;13062;-132;35;190;190
34;3828;1229;13514;-126;34;187;184
34;3825;1259;13968;-116;27;179;208
34;3820;1289;14395;-105;18;173;179
34;3814;1319;14765;-95;7;180;182
34;3806;1348;15139;-86;2;200;187
34;3797;1377;15500;-79;-6;185;192
34;3787;1405;15862;-73;-13;181;185
34;3776;1433;16222;-68;-20;192;181
34;3763;1460;16590;-67;-24;223;194
34;3750;1486;16957;-68;-28;215;155
34;3735;1512;17337;-69;-34;206;167
34;3719;1537;17729;-71;-41;223;154
34;3702;1561;18114;-73;-48;241;129
34;3684;1585;18451;-78;-52;179;180
34;3665;1607;18737;-81;-48;197;185
34;3646;1628;18942;-77;-38;188;229
34;3624;1651;19070;-61;-30;175;252
34;3601;1675;19124;-41;-21;177;220
34;3577;1701;19091;-18;-12;197;203
34;3551;1728;18985;1;-1;197;222
34;3524;1758;18856;17;8;154;237
34;3497;1789;18723;19;22;197;209
34;3469;1821;18589;21;28;219;202
34;3441;1855;18471;18;29;210;180
34;3414;1889;18389;12;26;232;213
34;3386;1924;18340;6;17;192;176
34;3359;1958;18340;-2;9;232;175
34;3333;1991;18364;-10;2;196;170
34;3308;2023;18415;-15;-4;240;184
34;3283;2054;18463;-19;-7;221;179
34;3260;2082;18511;-19;-11;213;202
34;3238;2108;18564;-19;-13;209;180
34;3218;2132;18616;-14;-16;219;190
34;3198;2156;18655;-8;-18;193;197
34;3178;2178;18709;-3;-17;232;160
34;3159;2201;18836;0;-19;229;135
34;3139;2222;18997;-7;-25;221;152
34;3119;2243;19268;-19;-35;245;139
34;3098;2263;19622;-32;-49;251;119
34;3076;2283;20050;-43;-66;230;108
34;3053;2301;20544;-54;-80;222;121
34;3029;2317;21061;-63;-92;188;101
34;3004;2332;21593;-69;-102;209;131
34;2979;2345;22121;-73;-108;214;147
34;2952;2357;22637;-73;-111;188;153
34;2924;2367;23141;-71;-111;235;179
34;2896;2375;23641;-69;-108;200;173
34;2867;2382;24119;-61;-104;175;178
34;2838;2387;24552;-54;-97;217;199
34;2808;2390;24950;-43;-91;211;217
34;2778;2393;25347;-35;-84;190;197
34;2748;2393;25710;-24;-78;164;215
34;2718;2393;-25521;-18;-72;201;200
34;2688;2392;-25373;-12;-62;207;214
34;2658;2390;-25271;-10;-46;208;206
34;2627;2388;-25268;-4;-28;149;207
34;2593;2386;-25291;1;-8;164;222
34;2558;2385;-25351;1;10;186;217
34;2520;2383;-25441;2;26;178;222
34;2480;2382;-25541;-1;38;169;245
34;2439;2381;-25646;-5;46;223;192
34;2395;2381;25715;-5;49;206;221
34;2352;2381;25623;-10;46;190;199
34;2309;2382;25541;-11;39;246;191
34;2265;2383;25491;-9;28;190;198
34;2221;2385;25485;-8;16;199;222
34;2178;2386;25492;-6;4;217;210
34;2133;2387;25504;-3;-7;216;205
34;2089;2388;25552;-3;-17;195;182
34;2046;2389;25619;-2;-23;221;188
34;2002;2390;25695;-2;-25;181;238
34;1958;2390;-25721;1;-24;238;241
34;1915;2389;-25667;-2;-19;194;212
34;1871;2389;-25626;-2;-12;177;214
34;1827;2388;-25599;-3;-3;213;221
34;1784;2387;-25592;-2;7;156;221
34;1740;2387;-25598;0;18;210;221
34;1696;2386;-25645;-4;27;211;243
34;1652;2386;-25699;-2;34;187;209
34;1608;2386;25721;-2;39;188;239
34;1564;2386;25670;-5;41;182;230
34;1521;2386;25620;-6;41;172;194
34;1481;2387;25568;-5;39;187;234
34;1442;2388;25529;-4;36;176;197
